SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1643109174.754434, 2.063503, -10.765827, -1.648258, , , , , , 
1643109174.771183, 1.993771, -10.820894, -0.919074, , , , , , 
1643109174.787804, 2.576460, -11.062409, 0.221913, , , , , , 
1643109174.804037, 3.094206, -11.102961, 0.260669, , , , , , 
1643109174.821099, 3.572149, -10.986094, -0.586130, , , , , , 
1643109174.837814, 2.540248, -10.893917, -1.314716, , , , , , 
1643109174.854432, 1.009156, -10.501417, -1.215656, , , , , , 
1643109174.871174, 0.404770, -10.191967, -1.202937, , , , , , 
1643109174.887802, -0.652570, -9.135525, -0.949002, , , , , , 
1643109174.904573, -1.051055, -8.462006, -0.703895, , , , , , 
1643109174.921104, -1.296161, -7.195923, -0.238073, , , , , , 
1643109174.937813, -0.721852, -6.523900, 0.062549, , , , , , 
1643109174.954435, -0.317681, -6.430676, 0.173280, , , , , , 
1643109174.971125, 0.672471, -6.628796, 0.405368, , , , , , 
1643109174.987804, 1.399261, -7.380576, 0.438438, , , , , , 
1643109175.004537, 1.648258, -7.885752, 0.541688, , , , , , 
1643109175.021131, 1.791162, -8.596531, 0.585532, , , , , , 
1643109175.037809, 1.360206, -8.849718, 0.292093, , , , , , 
1643109175.054475, 1.108066, -8.912416, 0.177021, , , , , , 
1643109175.070187, 0.918925, -9.091831, 0.420931, , , , , , 
1643109175.087772, 0.918476, -9.254637, 1.113753, , , , , , 
1643109175.104540, 0.939874, -9.398738, 1.388038, , , , , , 
1643109175.121108, 0.815824, -9.723601, 1.655142, , , , , , 
1643109175.137826, 0.481833, -9.904513, 1.231817, , , , , , 
1643109175.154476, 0.411653, -10.064326, 1.099238, , , , , , 
1643109175.170431, -0.042647, -10.347141, 1.040730, , , , , , 
1643109175.187835, -0.090231, -10.554539, 1.889175, , , , , , 
1643109175.204326, -0.064943, -10.776601, 2.129193, , , , , , 
1643109175.221140, 0.270994, -11.272350, 1.719336, , , , , , 
1643109175.237803, 0.557849, -10.909928, 1.597381, , , , , , 
1643109175.254454, 0.573411, -10.563218, 1.794753, , , , , , 
1643109175.271133, -0.810138, -11.827805, 2.108693, , , , , , 
1643109175.287776, -1.001524, -14.216470, 1.451185, , , , , , 
1643109175.304534, -0.537648, -13.379547, 1.098939, , , , , , 
1643109175.321110, -0.779013, -10.925041, -0.653019, , , , , , 
1643109175.337926, -1.549647, -10.801740, -1.944241, , , , , , 
1643109175.354569, -1.745223, -10.678888, -1.731756, , , , , , 
1643109175.371152, -2.256984, -10.166528, -0.291644, , , , , , 
1643109175.387803, -2.174983, -10.000431, 0.441132, , , , , , 
1643109175.404540, -1.868674, -10.299706, 0.408810, , , , , , 
1643109175.421105, -1.647809, -11.002703, 0.021997, , , , , , 
1643109175.437820, -1.383549, -10.973973, -0.695516, , , , , , 
1643109175.454480, -1.359158, -10.575338, -1.051803, , , , , , 
1643109175.471200, -1.813009, -9.611971, -1.088763, , , , , , 
1643109175.487803, -1.765424, -8.979304, -0.004938, , , , , , 
1643109175.504541, -1.529446, -8.582315, 0.569072, , , , , , 
1643109175.521139, -0.822408, -7.854478, 0.910994, , , , , , 
1643109175.537887, -0.416741, -7.611017, 0.584784, , , , , , 
1643109175.554439, 0.240019, -7.566126, -0.097564, , , , , , 
1643109175.571155, 0.390704, -7.914034, -0.115071, , , , , , 
1643109175.587336, 0.232836, -8.119336, 0.020650, , , , , , 
1643109175.604565, -0.338630, -8.392126, 0.289998, , , , , , 
1643109175.621178, -1.143231, -8.377012, 0.219668, , , , , , 
1643109175.637870, -1.521665, -8.331523, 0.132579, , , , , , 
1643109175.654447, -1.777246, -8.410980, 0.074819, , , , , , 
1643109175.671140, -1.431882, -8.728810, 0.314389, , , , , , 
1643109175.687774, -1.206977, -8.838345, 0.520589, , , , , , 
1643109175.704537, -1.069610, -8.950424, 0.891541, , , , , , 
1643109175.720442, -1.324742, -9.003545, 1.025766, , , , , , 
1643109175.737864, -1.378013, -9.107842, 1.027861, , , , , , 
1643109175.754315, -1.148319, -9.584438, 1.312771, , , , , , 
1643109175.771146, -0.557999, -10.278158, 1.993173, , , , , , 
1643109175.787775, -0.474650, -10.523115, 1.967585, , , , , , 
1643109175.804544, -0.522983, -10.925341, 1.245583, , , , , , 
1643109175.821146, -0.561141, -11.175236, 1.130213, , , , , , 
1643109175.837872, -0.515352, -11.149797, 1.466897, , , , , , 
