SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1643108928.441703, -0.519392, -13.654431, 2.121263, , , , , , 
1643108928.458382, -0.825102, -12.232874, 0.485424, , , , , , 
1643108928.475007, -0.970400, -11.594071, 0.439935, , , , , , 
1643108928.491665, -1.709610, -11.146954, 0.635062, , , , , , 
1643108928.507572, -1.889773, -10.533589, 0.700304, , , , , , 
1643108928.525033, -1.738340, -9.180566, 0.258723, , , , , , 
1643108928.541739, -1.511041, -8.823232, -0.111480, , , , , , 
1643108928.558338, -1.551892, -8.727913, 0.067636, , , , , , 
1643108928.574529, -1.896507, -8.499566, -0.055964, , , , , , 
1643108928.591779, -2.099266, -8.643667, 0.126294, , , , , , 
1643108928.608076, -2.140716, -8.778939, 0.111031, , , , , , 
1643108928.625007, -1.864933, -9.042002, 0.304363, , , , , , 
1643108928.641460, -1.361253, -9.276933, 0.380977, , , , , , 
1643108928.658349, -1.273566, -9.137022, 0.364667, , , , , , 
1643108928.675010, -1.271471, -8.799140, 0.313192, , , , , , 
1643108928.691666, -1.541267, -8.486697, 0.603638, , , , , , 
1643108928.708335, -1.727416, -8.382848, 0.647781, , , , , , 
1643108928.725005, -1.797746, -8.345888, 0.428861, , , , , , 
1643108928.741691, -1.918653, -8.415918, 0.631321, , , , , , 
1643108928.758336, -1.904139, -8.534281, 0.673070, , , , , , 
1643108928.775018, -1.879598, -8.893262, 0.742801, , , , , , 
1643108928.791779, -1.668908, -9.334244, 0.858920, , , , , , 
1643108928.808390, -1.610550, -9.537602, 0.959476, , , , , , 
1643108928.825012, -1.685069, -9.900024, 1.041328, , , , , , 
1643108928.841058, -2.114230, -9.991602, 1.249624, , , , , , 
1643108928.858182, -2.166004, -9.956886, 1.327286, , , , , , 
1643108928.875027, -2.197129, -9.777471, 1.300052, , , , , , 
1643108928.891677, -2.086846, -9.446622, 1.416918, , , , , , 
1643108928.908378, -1.986290, -9.250297, 1.405396, , , , , , 
1643108928.925018, -1.651251, -8.930073, 0.912041, , , , , , 
1643108928.941680, -1.579724, -8.695441, 1.142034, , , , , , 
1643108928.958356, -1.330727, -8.637531, 0.862960, , , , , , 
1643108928.975006, -0.841712, -9.156026, 1.845481, , , , , , 
1643108928.991676, -0.856975, -9.651476, 1.994071, , , , , , 
1643108929.008116, -0.960374, -9.894787, 1.866879, , , , , , 
1643108929.025080, -1.731906, -10.020482, 1.563563, , , , , , 
1643108929.040707, -1.975366, -10.088717, 1.667412, , , , , , 
1643108929.058355, -1.684620, -10.377817, 1.858349, , , , , , 
1643108929.075024, -1.477821, -10.412533, 2.145354, , , , , , 
1643108929.091670, -1.518522, -10.541371, 2.130839, , , , , , 
1643108929.108345, -1.370381, -10.410438, 2.015768, , , , , , 
1643108929.125075, -1.131560, -9.792434, 1.751508, , , , , , 
1643108929.141684, -1.530493, -10.475380, 0.572813, , , , , , 
1643108929.158347, -1.309628, -14.327501, 2.713379, , , , , , 
1643108929.175109, 0.333542, -12.087726, 0.336685, , , , , , 
1643108929.191685, 0.500089, -10.714950, -0.506972, , , , , , 
1643108929.208412, -0.027982, -10.181941, 0.428263, , , , , , 
1643108929.225018, -1.001674, -9.592668, 0.811634, , , , , , 
1643108929.241766, -1.322946, -9.063101, 0.755371, , , , , , 
1643108929.258346, -1.108815, -8.318953, -0.164452, , , , , , 
1643108929.274529, 0.098162, -9.012673, 0.321422, , , , , , 
1643108929.290779, 0.496049, -9.682301, 0.482282, , , , , , 
1643108929.308345, 0.383820, -11.133487, 0.593313, , , , , , 
1643108929.325025, -0.423474, -11.288062, 0.780510, , , , , , 
1643108929.341464, -0.784550, -10.831518, 0.689231, , , , , , 
1643108929.358380, -1.098939, -9.982773, 0.330849, , , , , , 
1643108929.375110, -1.451485, -9.459191, 0.596755, , , , , , 
1643108929.391819, -1.374721, -9.258079, 0.678307, , , , , , 
1643108929.408479, -0.696413, -9.062203, 0.602291, , , , , , 
1643108929.424412, -0.098910, -9.198074, 0.830638, , , , , , 
1643108929.440910, -0.020500, -9.290400, 0.808043, , , , , , 
1643108929.458352, 0.037260, -9.292196, 0.808193, , , , , , 
1643108929.475037, -0.156371, -9.128941, 0.852186, , , , , , 
1643108929.490878, -0.276530, -9.059958, 0.792181, , , , , , 
1643108929.508365, -0.318578, -9.022250, 0.946308, , , , , , 
1643108929.525023, 0.063596, -9.001749, 1.120337, , , , , , 
1643108929.541784, 0.088585, -8.914810, 1.190068, , , , , , 
1643108929.558368, 0.013467, -8.743774, 1.175703, , , , , , 
1643108929.575002, -0.049380, -8.955811, 0.805798, , , , , , 
1643108929.591731, 0.044442, -8.955811, 0.920571, , , , , , 
1643108929.608389, 0.216975, -8.661473, 0.685939, , , , , , 
1643108929.625081, 0.237325, -8.729110, 1.230171, , , , , , 
1643108929.641683, 0.130035, -9.056367, 1.100435, , , , , , 
1643108929.658344, 0.185700, -9.733328, 1.012149, , , , , , 
1643108929.674997, 0.477494, -10.466103, 1.083376, , , , , , 
1643108929.691739, 0.680552, -10.813561, 1.158794, , , , , , 
1643108929.708400, 1.061828, -11.428871, 1.316661, , , , , , 
1643108929.725124, 1.135300, -11.552173, 1.240496, , , , , , 
1643108929.741657, 1.068562, -11.247062, 0.927304, , , , , , 
1643108929.757993, 0.808492, -10.755951, 0.833182, , , , , , 
1643108929.774031, 0.618901, -10.439019, 1.101632, , , , , , 
1643108929.791519, 0.666935, -9.905860, 1.255160, , , , , , 
1643108929.808343, 0.690278, -9.686192, 1.178995, , , , , , 
1643108929.825017, 0.559794, -10.547356, 0.686837, , , , , , 
1643108929.841686, -0.580594, -13.311013, 1.649455, , , , , , 
1643108929.858355, -0.065392, -11.041759, 0.806996, , , , , , 
1643108929.874434, 0.493056, -10.075549, -0.152930, , , , , , 
1643108929.891694, 0.533009, -9.987562, -0.885855, , , , , , 
1643108929.908482, -0.628029, -9.263316, -0.606780, , , , , , 
1643108929.925031, -0.931793, -8.781932, -0.364816, , , , , , 
1643108929.941699, -0.733972, -7.929596, -0.161459, , , , , , 
1643108929.958313, -0.445471, -7.855226, -0.304961, , , , , , 
1643108929.974674, -0.418985, -8.749760, -0.180613, , , , , , 
1643108929.991691, -0.416441, -11.390414, 0.518943, , , , , , 
1643108930.008419, -0.431106, -11.972804, -0.136769, , , , , , 
1643108930.025039, -0.508319, -11.286416, -0.811634, , , , , , 
1643108930.041780, -0.393697, -10.353875, -1.287033, , , , , , 
1643108930.058414, -0.319177, -9.719112, 0.215029, , , , , , 
1643108930.075015, -0.199766, -9.295937, 0.420931, , , , , , 
1643108930.091750, 0.090680, -8.579173, 0.158765, , , , , , 
1643108930.108372, 0.535703, -8.572738, 0.023343, , , , , , 
1643108930.124256, 0.602890, -8.871565, 0.013318, , , , , , 
1643108930.141703, 0.224307, -9.277831, 0.052523, , , , , , 
1643108930.158467, -0.235380, -9.232341, 0.506673, , , , , , 
1643108930.175042, -0.360028, -9.208399, 0.666187, , , , , , 
1643108930.190923, -0.507571, -9.197026, 0.688333, , , , , , 
1643108930.208400, -0.439935, -9.427917, 0.345364, , , , , , 
1643108930.225039, -0.348207, -9.735273, 1.023521, , , , , , 
1643108930.241687, -0.422726, -9.530868, 0.761655, , , , , , 
1643108930.257938, -0.373346, -9.540744, 1.205929, , , , , , 
1643108930.275110, -0.400730, -9.573066, 1.185429, , , , , , 
1643108930.291679, -0.357484, -9.553912, 1.198298, , , , , , 
1643108930.308338, -0.316484, -9.421632, 1.023072, , , , , , 
1643108930.325031, -0.341323, -9.422231, 1.252916, , , , , , 
1643108930.341688, -0.345214, -9.622147, 1.545158, , , , , , 
1643108930.358350, -0.449362, -9.621848, 1.470189, , , , , , 
1643108930.375064, -0.433051, -9.606585, 1.524658, , , , , , 
1643108930.391802, -0.332944, -9.841665, 1.684620, , , , , , 
1643108930.408367, -0.371401, -9.829993, 1.755548, , , , , , 
1643108930.425086, -0.335039, -9.754127, 1.628506, , , , , , 
1643108930.441697, -0.119860, -9.982474, 1.871667, , , , , , 
1643108930.458357, -0.201861, -10.065822, 1.885434, , , , , , 
1643108930.475077, -0.510564, -10.282198, 2.038513, , , , , , 
1643108930.491706, -0.511461, -10.113407, 2.025944, , , , , , 
1643108930.508346, -0.440982, -9.919626, 2.200720, , , , , , 
1643108930.524060, -0.367211, -9.725995, 1.751508, , , , , , 
1643108930.541709, -1.383250, -13.623756, 1.896507, , , , , , 
1643108930.558369, -0.552911, -14.655208, 3.513940, , , , , , 
1643108930.575102, 1.419163, -10.757298, -0.473004, , , , , , 
1643108930.591685, 1.647211, -10.287436, -1.871667, , , , , , 
1643108930.608462, 1.202039, -10.459968, -0.636259, , , , , , 
1643108930.625114, 0.084246, -9.998186, 1.103577, , , , , , 
1643108930.641760, -0.846949, -9.196278, 0.121655, , , , , , 
1643108930.658347, -1.083376, -8.957157, -0.227449, , , , , , 
1643108930.675148, -0.210540, -9.430012, -0.051924, , , , , , 
1643108930.691662, 1.275361, -10.843788, -0.241964, , , , , , 
1643108930.707455, 1.536479, -11.504887, -0.283713, , , , , , 
1643108930.724330, 0.759860, -11.692982, -0.014515, , , , , , 
1643108930.740727, -0.164152, -11.013328, 0.175226, , , , , , 
1643108930.758357, -0.386664, -10.617387, 0.176423, , , , , , 
1643108930.775014, -0.702698, -9.703699, 0.396390, , , , , , 
1643108930.791106, -0.772130, -8.981548, 0.580145, , , , , , 
1643108930.808350, -0.613664, -8.750807, 0.766743, , , , , , 
1643108930.825025, -0.128688, -8.561515, 0.760458, , , , , , 
1643108930.841007, 0.085892, -8.227075, 0.443376, , , , , , 
1643108930.858385, 0.183755, -8.187272, 0.337582, , , , , , 
1643108930.875038, 0.485275, -8.343793, 0.672172, , , , , , 
1643108930.891679, 0.613215, -8.421006, 0.650774, , , , , , 
1643108930.908346, 0.712724, -8.590096, 1.070956, , , , , , 
1643108930.925016, 0.606930, -8.809465, 0.864456, , , , , , 
1643108930.940796, 0.446668, -8.734945, 0.829741, , , , , , 
1643108930.957448, 0.103400, -8.534431, 0.564433, , , , , , 
1643108930.974198, 0.168342, -8.494777, 0.768539, , , , , , 
1643108930.990828, 0.259771, -8.636933, 0.999729, , , , , , 
1643108931.007559, 0.142156, -9.073126, 1.136647, , , , , , 
1643108931.024171, -0.266804, -9.482984, 1.521814, , , , , , 
1643108931.040842, -0.271892, -9.697115, 1.594688, , , , , , 
1643108931.057540, -0.119860, -10.374076, 1.340304, , , , , , 
1643108931.074162, -0.348207, -10.768820, 1.940949, , , , , , 
1643108931.090869, -0.475249, -10.838252, 1.980903, , , , , , 
1643108931.107549, -0.359729, -11.070190, 1.823185, , , , , , 
1643108931.124218, -0.026336, -11.251251, 2.061857, , , , , , 
1643108931.140911, 0.036512, -11.008240, 2.250250, , , , , , 
1643108931.157600, 0.114922, -10.556334, 2.734328, , , , , , 
1643108931.174229, -0.135123, -10.086622, 2.385074, , , , , , 
1643108931.190927, -0.608875, -10.126126, 1.632097, , , , , , 
1643108931.207659, -1.120187, -12.044480, 3.110517, , , , , , 
1643108931.224338, -0.486921, -11.292551, 1.246182, , , , , , 
1643108931.240913, -0.516549, -10.290578, -0.210839, , , , , , 
1643108931.257640, -1.471835, -10.123732, -0.624587, , , , , , 
1643108931.274268, -1.551143, -10.129718, 1.126472, , , , , , 
1643108931.291031, -1.689259, -9.923966, 0.303166, , , , , , 
1643108931.307647, -1.858349, -9.665991, -0.285209, , , , , , 
1643108931.324301, -2.131139, -9.810989, 0.451756, , , , , , 
1643108931.340975, -2.196830, -10.078691, 0.483030, , , , , , 
1643108931.357772, -1.923741, -10.541221, 0.291195, , , , , , 
1643108931.374323, -1.398812, -11.023653, -0.323516, , , , , , 
1643108931.390947, -1.361403, -10.870573, -0.374693, , , , , , 
1643108931.407677, -1.583315, -9.807548, 0.146196, , , , , , 
1643108931.424443, -1.528997, -9.116970, 0.417339, , , , , , 
1643108931.441079, -1.413477, -8.831462, 0.670077, , , , , , 
1643108931.457703, -1.133804, -8.465897, 0.767342, , , , , , 
1643108931.474371, -0.869394, -8.229021, 0.623989, , , , , , 
1643108931.491015, -0.917877, -8.203732, 0.371999, , , , , , 
1643108931.507775, -1.207127, -8.278700, 0.954538, , , , , , 
1643108931.524467, -1.781735, -8.175600, 0.519841, , , , , , 
1643108931.541213, -1.850269, -8.137742, 0.711228, , , , , , 
1643108931.557819, -1.425897, -8.313117, 0.788889, , , , , , 
1643108931.574481, -1.209521, -8.379257, 0.944513, , , , , , 
1643108931.591076, -1.145925, -8.520664, 0.931943, , , , , , 
1643108931.607859, -1.305139, -8.716241, 0.876128, , , , , , 
1643108931.624463, -1.390882, -8.804527, 1.164031, , , , , , 
1643108931.641204, -1.367688, -8.965687, 1.633444, , , , , , 
1643108931.657806, -1.373673, -9.404125, 1.633444, , , , , , 
1643108931.674487, -1.478569, -9.563040, 1.590348, , , , , , 
1643108931.691166, -1.450138, -9.902418, 1.606809, , , , , , 
1643108931.707893, -1.278354, -10.280702, 1.685967, , , , , , 
1643108931.724543, -1.204583, -10.440515, 1.840543, , , , , , 
1643108931.741268, -1.087566, -10.663625, 1.671153, , , , , , 
1643108931.757858, -1.045817, -10.892420, 1.851017, , , , , , 
1643108931.774521, -1.002871, -10.799944, 1.823633, , , , , , 
1643108931.791213, -0.894833, -10.471789, 1.918504, , , , , , 
1643108931.807948, -0.823755, -10.072706, 2.423830, , , , , , 
1643108931.824638, -0.975787, -9.863662, 2.274342, , , , , , 
1643108931.841217, -1.995866, -12.297518, 0.525527, , , , , , 
1643108931.857908, 0.489165, -12.922404, 3.774609, , , , , , 
1643108931.874693, 1.414225, -10.873566, 1.771410, , , , , , 
1643108931.891251, 1.698387, -9.566332, -2.111387, , , , , , 
1643108931.908036, 0.878373, -10.146627, 0.461782, , , , , , 
1643108931.924736, 0.813131, -10.293720, 2.014122, , , , , , 
1643108931.941297, 0.322918, -9.762657, 0.701950, , , , , , 
1643108931.957950, 0.624438, -10.056994, -0.025588, , , , , , 
1643108931.974639, 1.072453, -10.670358, 0.112228, , , , , , 
1643108931.991325, 1.662324, -11.741165, -0.125546, , , , , , 
1643108932.008004, 1.273865, -11.596914, -0.452803, , , , , , 
1643108932.024635, 0.880019, -11.466580, -0.459238, , , , , , 
1643108932.041349, 0.206799, -11.250653, -0.184952, , , , , , 
